responses	Labels
I often find it hard to relax and unwind before bed.	1
I sleep too much, but I never feel truly refreshed.	1
I feel like sleep is just an escape from reality.	1
I often wake up feeling like I’m missing out on restful sleep.	1
I struggle to find comfort at night.	1
I feel lost and disconnected when I wake up.	1
I often feel heavy-hearted and confused.	1
I find it hard to engage with life when I’m feeling this way.	1
I often feel like I’m living in a dream.	1
I can’t shake off this feeling of hopelessness.	1
I feel mentally drained and unable to cope.	1
I sleep a lot, but it never feels enough.	1
I often wake up feeling heavy and burdened.	1
I struggle to find joy in sleep.	1
I often feel trapped in my own thoughts.	1
I feel like I’m stuck in a cycle of tiredness.	1
I feel disconnected from my sleep experience.	1
I can’t escape this feeling of hopelessness.	1
I often feel like I’m just existing, not really living.	1
I feel like sleep is just an escape from reality.	1
I often find it hard to relax enough to fall asleep.	1
I often wake up feeling sad and unmotivated.	1
I struggle to find motivation when I’m feeling this way.	1
I often feel like I’m losing track of time with my sleep.	1
I sleep a lot but still feel exhausted and unmotivated.	1
I often feel emotionally drained and confused.	1
I often wake up feeling heavy and lost.	1
I feel trapped in a cycle of fatigue and hopelessness.	1
I often find it hard to engage with life because I’m so tired.	1
I wake up feeling overwhelmed and anxious.	1
I feel like sleep is a constant struggle for me.	1
I often struggle to feel rested, even after long sleep.	1
I often wake up feeling even more tired than before.	1
I often find it hard to relax and unwind before bed.	1
I feel mentally drained and unable to cope.	1
I sleep too much, but it never feels restorative.	1
I can’t shake off this feeling of hopelessness.	1
I often feel heavy-hearted and confused.	1
I feel like I’m in a fog when I wake up.	1
I find it hard to cope with my feelings when I’m trying to sleep.	1
I often find it hard to engage with life because I’m so tired.	1
I often feel lost and disconnected when I wake up.	1
I struggle to find comfort in sleep.	1
I feel like sleep is just an escape from reality.	1
I often wake up feeling confused and lost.	1
I can’t escape this feeling of being drained.	1
I often feel overwhelmed by my emotions, which disrupts my sleep.	1
I often feel heavy and burdened when I wake up.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I feel like I’m missing out on restful sleep.	1
I often wake up feeling emotionally drained and lost.	1
I often struggle with my emotions, which affects my sleep.	1
I can’t shake off this feeling of tiredness.	1
I often feel lost and confused when I wake up.	1
I sleep far too much, but it never feels restorative.	1
I feel like I’m just existing, not really sleeping.	1
I often find it hard to relax enough to fall asleep.	1
I often feel heavy-hearted and confused.	1
I struggle to find joy in sleeping anymore.	1
I often feel trapped in my exhaustion.	1
I feel lost and disconnected when I wake up.	1
I can’t shake off this feeling of hopelessness.	1
I feel trapped in my exhaustion.	1
I often wake up feeling heavy and confused.	1
I feel mentally drained and unable to cope.	1
I feel overwhelmed by my fatigue.	1
I sleep a lot but never feel truly rested.	1
I feel disconnected from my sleep experience.	1
I often find it hard to engage with life because I’m so tired.	1
I often wake up feeling anxious and overwhelmed.	1
I feel like I’m in a fog when I wake up.	1
I can’t escape this feeling of hopelessness.	1
I often find it hard to relax enough to fall asleep.	1
I wake up feeling empty and lost.	1
I sleep a lot, but it feels like it’s never enough.	1
I often feel heavy-hearted and confused.	1
I feel trapped in my exhaustion.	1
I often wake up feeling even more tired than before.	1
I can’t shake off this feeling of fatigue.	1
I often feel lost and confused when I wake up.	1
I struggle to find comfort in sleep.	1
I sleep too much but still feel tired and unmotivated.	1
I feel mentally drained and unable to cope.	1
I often find it hard to engage with life because I’m so tired.	1
I feel like I’m stuck in a cycle of tiredness.	1
I feel overwhelmed by my emotions at night.	1
I often wake up feeling lost and confused.	1
I sleep for long hours but never feel truly rested.	1
I often struggle to remember what a good night’s sleep feels like.	1
I feel trapped in my exhaustion.	1
I often feel like I’m losing track of time with my sleep.	1
I feel mentally and physically drained all the time.	1
I often feel overwhelmed and drained.	1
I can’t shake off this feeling of hopelessness.	1
I feel like sleep is just an escape from reality.	1
I often find it hard to relax and unwind before bed.	1
I struggle to find joy in sleep.	1
I wake up feeling lost and confused.	1
I often feel heavy-hearted and burdened.	1
I often find it hard to cope with my feelings when I’m trying to sleep.	1
I sleep a lot but still feel unfulfilled.	1
I often feel trapped in my own thoughts.	1
I can’t escape this feeling of hopelessness.	1
I often wake up feeling even more tired than before.	1
I feel trapped in my exhaustion.	1
I sleep too much, but it never feels enough.	1
I often feel like I’m just going through the motions.	1
I often feel heavy and burdened when I wake up.	1
I often feel mentally drained and it affects my sleep.	1
I often wake up feeling anxious and overwhelmed.	1
I often feel lost and disconnected when I wake up.	1
I often struggle to find joy in sleeping anymore.	1
I wake up feeling heavy and burdened.	1
I feel like I’m losing track of time with my sleep.	1
I often find it hard to relax enough to fall asleep.	1
I struggle with my sleep because of my emotions.	1
I feel overwhelmed by my fatigue.	1
I often wake up feeling even more tired than before.	1
I feel lost and disconnected when I wake up.	1
I sleep a lot, but it feels like it’s never enough.	1
I feel like I’m just existing, not really living.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I can’t shake off this feeling of hopelessness.	1
I feel mentally drained, which affects my sleep.	1
I often find it hard to engage with life because I’m so tired.	1
I sleep too much but never feel truly refreshed.	1
I often find it hard to relax and unwind.	1
I often feel heavy-hearted and confused.	1
I wake up feeling lost and anxious.	1
I can’t escape this feeling of being drained.	1
I often feel like I’m just going through the motions.	1
I often struggle to remember what a good night’s sleep feels like.	1
I feel like sleep is a constant struggle for me.	1
I often feel overwhelmed and drained.	1
I wake up feeling emotionally drained and lost.	1
I feel like I’m in a fog when I wake up.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I can’t escape this feeling of hopelessness.	1
I sleep a lot but still feel exhausted and unmotivated.	1
I often wake up feeling heavy and confused.	1
I feel mentally drained, which affects my sleep.	1
I often feel lost and overwhelmed when I wake up.	1
I struggle with my sleep because of my emotions.	1
I can’t shake off this feeling of being drained.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I sleep a lot, but it feels like it’s never enough.	1
I feel overwhelmed by my emotions at night.	1
I often struggle to find joy in sleeping anymore.	1
I often feel heavy and burdened when I wake up.	1
I feel like I’m losing track of time with my sleep.	1
I often feel lost and disconnected when I wake up.	1
I sleep too much but never feel truly rested.	1
I feel trapped in my exhaustion.	1
I wake up feeling anxious and overwhelmed.	1
I can’t shake off this feeling of hopelessness.	1
I often struggle to find comfort in sleep.	1
I often feel overwhelmed and drained.	1
I feel heavy-hearted and confused.	1
I wake up feeling lost and anxious.	1
I often find it hard to relax enough to fall asleep.	1
I feel mentally drained and it affects my sleep.	1
I often feel lost and disconnected when I wake up.	1
I can’t escape this feeling of being drained.	1
I often wake up feeling even more tired than before.	1
I struggle to find joy in sleeping anymore.	1
I often feel trapped in my own thoughts.	1
I feel like I’m just existing, not really living.	1
I feel lost and disconnected when I wake up.	1
I sleep a lot but still feel exhausted and unmotivated.	1
I often feel like I’m losing track of time with my sleep.	1
I can’t shake off this feeling of hopelessness.	1
I struggle to find comfort in sleep.	1
I feel overwhelmed by my fatigue.	1
I often feel heavy-hearted and confused.	1
I often wake up feeling confused and lost.	1
I sleep too much, but it never feels enough.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I often feel lost and disconnected when I wake up.	1
I can’t escape this feeling of hopelessness.	1
I feel overwhelmed by my emotions at night.	1
I often feel heavy and burdened when I wake up.	1
I often struggle to find joy in sleeping anymore.	1
I feel lost and disconnected when I wake up.	1
I wake up feeling heavy and confused.	1
I can’t escape this feeling of hopelessness.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I sleep a lot, but it feels like it’s never enough.	1
I often wake up feeling heavy and lost.	1
I often feel mentally drained, which affects my sleep.	1
I feel like I’m losing track of time with my sleep.	1
I often feel overwhelmed and drained.	1
I struggle to find joy in sleeping anymore.	1
I feel like I’m just existing, not really living.	1
I often wake up feeling even more tired than before.	1
I sleep a lot, but I never feel truly rested.	1
I often struggle to remember what a good night’s sleep feels like.	1
I feel trapped in my exhaustion.	1
I feel overwhelmed by my emotions at night.	1
I often find it hard to engage with life because I’m so tired.	1
I often feel heavy-hearted and confused.	1
I often feel lost and disconnected when I wake up.	1
I can’t shake off this feeling of hopelessness.	1
I feel mentally drained, which affects my sleep.	1
I often feel overwhelmed and drained.	1
I struggle to find comfort in sleep.	1
I feel trapped in my exhaustion.	1
I sleep too much but never feel truly refreshed.	1
I feel lost and disconnected when I wake up.	1
I often feel heavy-hearted and confused.	1
I often wake up feeling confused and lost.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I often feel lost and disconnected when I wake up.	1
I sleep a lot but still feel exhausted and unmotivated.	1
I struggle with my sleep because of my emotions.	1
I feel heavy and burdened, which affects my sleep.	1
I can’t escape this feeling of hopelessness.	1
I often feel overwhelmed by my fatigue.	1
I often feel heavy-hearted and confused.	1
I wake up feeling anxious and overwhelmed.	1
I feel mentally drained, which affects my sleep.	1
I can’t shake off this feeling of being drained.	1
I sleep a lot, but I never feel truly rested.	1
I often find it hard to relax enough to fall asleep.	1
I feel like I’m losing track of time with my sleep.	1
I often wake up feeling even more tired than before.	1
I feel trapped in my exhaustion.	1
I can’t escape this feeling of hopelessness.	1
I often feel lost and disconnected when I wake up.	1
I sleep too much, but it never feels restorative.	1
I feel heavy and burdened, which affects my sleep.	1
I often feel overwhelmed and drained.	1
I often feel lost and confused when I wake up.	1
I feel overwhelmed by my emotions at night.	1
I often struggle with my sleep because of my emotions.	1
I can’t escape this feeling of hopelessness.	1
I sleep a lot, but it feels like it’s never enough.	1
I often feel like I’m losing track of time with my sleep.	1
I feel lost and disconnected when I wake up.	1
I often find it hard to relax and unwind before bed.	1
I often wake up feeling heavy and lost.	1
I struggle to find joy in sleep.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I feel mentally drained and unable to cope.	1
I feel lost and disconnected when I wake up.	1
I often feel heavy-hearted and confused.	1
I often wake up feeling confused and lost.	1
I often struggle to remember what a good night’s sleep feels like.	1
I sleep a lot, but it feels like it’s never enough.	1
I feel like I’m losing track of time with my sleep.	1
I can’t escape this feeling of hopelessness.	1
I often feel overwhelmed by my emotions at night.	1
I often feel heavy and burdened when I wake up.	1
I often struggle to find joy in sleeping anymore.	1
I feel trapped in my exhaustion.	1
I often wake up feeling emotionally drained and lost.	1
I often feel overwhelmed and drained.	1
I feel lost and disconnected when I wake up.	1
I struggle to find comfort in sleep.	1
I sleep too much but never feel truly refreshed.	1
I often feel trapped in a cycle of fatigue and hopelessness.	1
I often feel heavy-hearted and confused.	1
I can’t shake off this feeling of hopelessness.	1
